Institution,Country/territory
"Prince Sultan Cardiac Centre, Qassim",Saudi Arabia
non-affiliated author contributions,Saudi Arabia
Saudi Arabia Ministry of Culture,Saudi Arabia
Al-Baha University,Saudi Arabia
"King Fahad Genaral Hospital, Medina",Saudi Arabia
King Abdulaziz Hospital,Saudi Arabia
King Abdullah Medical Complex (KAMCJ),Saudi Arabia
Directorate of Makkah Health Affairs,Saudi Arabia
Shaqra University,Saudi Arabia
Security Forces Hospital (SFH),Saudi Arabia
King Saud Medical City (KSMC),Saudi Arabia
King Abdullah City for Atomic and Renewable Energy (K.A.CARE),Saudi Arabia
Prince Mohammad bin Fahd University (PMU),Saudi Arabia
Cheikh Anta Diop University (UCAD),Senegal
Université de Thiès,Senegal
Gaston Berger University (UGB),Senegal
University of Ziguinchor (UASZ),Senegal
Sub-Regional Fisheries Commission (CSRP),Senegal
Senegal Ministère de la Santé et de l'Action Sociale,Senegal
"Institute for Health Research, Epidemiological Surveillance and Training (IRESSEF)",Senegal
University of Belgrade,Serbia
University of Novi Sad,Serbia
University of Niš,Serbia
University of Kragujevac,Serbia
Astronomical Observatory of Belgrade (AOB),Serbia
Archaeological Institute,Serbia
Serbian Academy of Sciences and Arts (SANU),Serbia
Jaroslav Černi Water Institute,Serbia
Republic Hydrometeorological Institute of Serbia,Serbia
Institute of Forestry,Serbia
National Museum Kikinda,Serbia
Institute of Social Sciences (IDN),Serbia
Clinical Centre of Serbia,Serbia
Seychelles Ministry of Health,Seychelles
Kenema Government Hospital (KGH),Sierra Leone
Sierra Leone Ministry of Health and Sanitation,Sierra Leone
Njala University,Sierra Leone
University of Sierra Leone (USL),Sierra Leone
National University of Singapore (NUS),Singapore
Nanyang Technological University (NTU),Singapore
"Agency for Science, Technology and Research (A*STAR)",Singapore
Singapore University of Technology and Design (SUTD),Singapore
Singapore Health Services Pte. Ltd. (SingHealth),Singapore
Campus for Research Excellence and Technological Enterprise (CREATE),Singapore
National University Cancer Institute (NCIS),Singapore
National Healthcare Group (NHG),Singapore
Gero Pte. Ltd.,Singapore
"National University Heart Centre, Singapore (NUHCS)",Singapore
ACM Biolabs Pte Ltd.,Singapore
"PUB, Singapore's National Water Agency",Singapore
National Skin Centre,Singapore
Defence Science and Technology Agency (DSTA),Singapore
Sembcorp Industries Ltd.,Singapore
KB Corporation,Singapore
National Dental Centre of Singapore (NDCS),Singapore
Waters Asia Pacific Pte Ltd.,Singapore
non-affiliated author contributions,Singapore
Singapore Lipidomics Incubator (SLING),Singapore
Ngee Ann Polytechnic (NP),Singapore
Gradiant International Holdings Pte. Ltd.,Singapore
RWDC Industries Limited,Singapore
Singapore University of Social Sciences (SUSS),Singapore
ImmunoScape Pte. Ltd.,Singapore
National Centre for Infectious Diseases (NCID),Singapore
Singapore Ministry of Health (MOH),Singapore
The Cambridge Centre for Advanced Research and Education in Singapore (CARES),Singapore
Horizon Quantum Computing Pte. Ltd.,Singapore
Microfine Materials Technologies Pte Ltd.,Singapore
Temasek Polytechnic,Singapore
Raffles Institution (RI),Singapore
Singapore Polytechnic,Singapore
DiviGas Pte. Ltd.,Singapore
Khoo Teck Puat Hospital,Singapore
St Luke's Hospital,Singapore
Advanced Micro Foundry Pte Ltd.,Singapore
Proteona Pte. Ltd.,Singapore
National Environment Agency (NEA),Singapore
DSO National Laboratories,Singapore
Singapore Management University (SMU),Singapore
Changi General Hospital,Singapore
Silver Factory Technology Pte. Ltd.,Singapore
Institute of Mental Health (IMH),Singapore
Ng Teng Fong General Hospital (NTFGH),Singapore
Attonics Systems Pte Ltd.,Singapore
Wilmar International Limited,Singapore
Singapore Institute of Technology (SIT),Singapore
Cellvec Pte. Ltd.,Singapore
Entropica Labs,Singapore
Singapore Gastric Cancer Consortium (SGCC),Singapore
Comenius University in Bratislava (UK),Slovakia
Slovak Academy of Sciences (SAS),Slovakia
Slovak University of Technology in Bratislava (STU),Slovakia
Pavol Jozef Šafárik University in Košice (UPJŠ),Slovakia
Matej Bel University,Slovakia
University of Prešov,Slovakia
Public Health Authority of the Slovak Republic,Slovakia
Prievidza Chemical Society (PChS),Slovakia
Technical University of Košice (TUKE),Slovakia
Trnava University in Trnava,Slovakia
Danubia NanoTech s.r.o.,Slovakia
"Environmental Institute, s.r.o.",Slovakia
"Medirex Group Academy, n.o",Slovakia
Regional Authority of Public Health (RAPH),Slovakia
Technical University in Zvolen,Slovakia
Slovakia Ministry of Agriculture and Rural Development (MPSR),Slovakia
Children's University Hospital (DFNsP),Slovakia
National Oncology Institute of Slovakia,Slovakia
Constantine the Philosopher University in Nitra (UKF),Slovakia
Municipal Monument Preservation Institute in Bratislava (MÚOP),Slovakia
"AA AVALA, s.r.o.",Slovakia
Slovak National Museum (SNM),Slovakia
"Ministry of Labor, Family and Social Affairs of the Slovak Republic",Slovakia
University of Ljubljana,Slovenia
Jozef Stefan Institute (IJS),Slovenia
"National Institute of Chemistry, Slovenia",Slovenia
University of Maribor,Slovenia
Jožef Stefan International Postgraduate School (IPS),Slovenia
University of Nova Gorica (UNG),Slovenia
National Institute of Biology (NIB),Slovenia
Agricultural Institute of Slovenia,Slovenia
Ljubljana University Medical Centre (Ljubljana UMC),Slovenia
"Institute of Mathematics, Physics, and Mechanics (IMFM)",Slovenia
EN-FIST Centre of Excellence,Slovenia
Alma Mater Europaea (ECM),Slovenia
Aerosol d.o.o.,Slovenia
Cetis d.d.,Slovenia
Helios d.d.,Slovenia
Eta Cerkno d.o.o.,Slovenia
"Gorenje, d.d.",Slovenia
Kolektor Group d.o.o.,Slovenia
"CINKARNA, Metalurško-kemična Industrija Celje, d.d.",Slovenia
LPKF Laser & Electronics d.o.o.,Slovenia
Helios d.o.o.,Slovenia
Steklarna Hrastnik,Slovenia
"BALDER, Optoelectronic Elements and Measuring Systems, Ltd.",Slovenia
Slovenian Forestry Institute (SFI),Slovenia
"National Laboratory of Health, Environment and Food (NLZOH)",Slovenia
Slovenian Academy of Sciences and Arts (SASA),Slovenia
Faculty of Information Studies (FIS),Slovenia
Institute of Oncology Ljubljana,Slovenia
Institute for the Protection of Cultural Heritage of Slovenia,Slovenia
University of Primorska,Slovenia
"Medis, d.o.o.",Slovenia
Institute of Public Health Maribor (IPH Maribor),Slovenia
Acies Bio d.o.o.,Slovenia
"JENKO, d.o.o.",Slovenia
TikhePharma d.o.o.,Slovenia
Biomedical Research Institute (BRIS),Slovenia
University of Cape Town (UCT),South Africa
"University of the Witwatersrand, Johannesburg (Wits University)",South Africa
University of KwaZulu-Natal (UKZN),South Africa
University of Johannesburg (UJ),South Africa
Stellenbosch University (SU),South Africa
University of Pretoria (UP),South Africa
Durban University of Technology (DUT),South Africa
Africa Health Research Institute,South Africa
National Institute for Theoretical and Computational Sciences (NITheCS),South Africa
North-West University (NWU),South Africa
Rhodes University (RU),South Africa
University of the Free State (UFS),South Africa
University of South Africa (UNISA),South Africa
University of the Western Cape (UWC),South Africa
National Metrology Institute of South Africa (NMISA),South Africa
South African Astronomical Observatory (SAAO),South Africa
National Health Laboratory Service (NHLS),South Africa
University of Zululand (UNIZILU),South Africa
Iziko Museums of Cape Town,South Africa
South African Medical Research Council (SAMRC),South Africa
Department of Science and Technology (DST),South Africa
South African National Biodiversity Institute (SANBI),South Africa
South African Radio Astronomy Observatory (SARAO),South Africa
Nelson Mandela University (NMU),South Africa
Kuruman River Reserve,South Africa
Technology Innovation Agency (TIA),South Africa
Stellenbosch Institute for Advanced Study (STIAS),South Africa
African Institute for Mathematical Sciences (AIMS),South Africa
Agricultural Research Council (ARC),South Africa
Council for Scientific and Industrial Research (CSIR),South Africa
University of Venda (UNIVEN),South Africa
Adventures with Elephants,South Africa
University of Limpopo,South Africa
Tshwane District Hospital,South Africa
The Aurum Institute,South Africa
NRF South African Environmental Observation Network (SAEON),South Africa
"South Africa Department of Agriculture, Forestry and Fisheries (DAFF)",South Africa
CenGen (Pty) Ltd,South Africa
Mangosuthu University of Technology (MUT),South Africa
South Africa Department of Health (DOH),South Africa
National Health Laboratory Services (NHLS),South Africa
NRF iThemba Laboratory for Accelerator-Based Sciences (IThemba Labs),South Africa
South African National Parks,South Africa
Natura Viva cc,South Africa
South African Association for Marine Biological Research (SAAMBR),South Africa
Tshwane University of Technology (TUT),South Africa
Cape Peninsula University of Technology (CPUT),South Africa
Astronomical Society of Southern Africa (ASSA),South Africa
Hartebeesthoek Radio Astronomy Observatory (HartRAO),South Africa
South African Institute for Aquatic Biodiversity (SAIAB),South Africa
South Africa Department of Arts and Culture (DAC),South Africa
3 Military Hospital,South Africa
Elephants Alive,South Africa
"Department of Environment, Forestry and Fisheries (DEFF)",South Africa
iWater,South Africa
Charlotte Maxeke Johannesburg Academic Hospital (CMJAH),South Africa
Molecular Diagnostic Services (Pty) Ltd.,South Africa
Lancet Laboratories,South Africa
Desmond Tutu HIV Foundation (DTHF),South Africa
University of Fort Hare (UFH),South Africa
Durban Natural Science Museum,South Africa
King Edward VIII Hospital,South Africa
PathCare Vermaak,South Africa
Walter Sisulu University (WSU),South Africa
Port Elizabeth Provincial Hospital,South Africa
Southern African Research and Innovation Management Association (SARIMA),South Africa
South African National Blood Service (SANBS),South Africa
Sub-Saharan African Network For TB/HIV Research Excellence (SANTHE),South Africa
European & Developing Countries Clinical Trials Partnership (EDCTP),South Africa
Korea Advanced Institute of Science and Technology (KAIST),South Korea
Seoul National University (SNU),South Korea
Pohang University of Science and Technology (POSTECH),South Korea
Yonsei University,South Korea
Institute for Basic Science (IBS),South Korea
Sungkyunkwan University (SKKU),South Korea
Korea University,South Korea
Ulsan National Institute of Science and Technology (UNIST),South Korea
Korea Institute of Science and Technology (KIST),South Korea
Hanyang University (HYU),South Korea
Gwangju Institute of Science and Technology (GIST),South Korea
Pusan National University (PNU),South Korea
Ewha Womans University (Ewha),South Korea
Chung-Ang University (CAU),South Korea
Kyungpook National University (KNU),South Korea
Kyung Hee University (KHU),South Korea
Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea
Sogang University,South Korea
Chonnam National University,South Korea
Chungnam National University (CNU),South Korea
Samsung Group,South Korea
Ajou University (AJOU),South Korea
Gyeongsang National University (GNU),South Korea
Kangwon National University,South Korea
Korea Research Institute of Chemical Technology (KRICT),South Korea
Inha University,South Korea
Dongguk University,South Korea
University of Science and Technology (UST),South Korea
Korea Research Institute of Standards and Science (KRISS),South Korea
University of Seoul (UOS),South Korea
Jeonbuk National University (JBNU),South Korea
Konkuk University,South Korea
Kwangwoon University,South Korea
Yeungnam University,South Korea
Chungbuk National University,South Korea
Korea Research Institute of Bioscience and Biotechnology (KRIBB),South Korea
University of Ulsan (UOU),South Korea
Incheon National University (INU),South Korea
Korea Basic Science Institute (KBSI),South Korea
Korea Polar Research Institute (KOPRI),South Korea
Sejong University,South Korea
Korea Institute of Energy Research (KIER),South Korea
Sookmyung Women's University,South Korea
Soongsil University,South Korea
The Catholic University of Korea,South Korea
Korea Institute of Ocean Science and Technology (KIOST),South Korea
Pukyong National University (PKNU),South Korea
Korea Astronomy and Space Science Institute (KASI),South Korea
Seoul National University of Science and Technology (SeoulTech),South Korea
South Korea Agency for Defense Development (ADD),South Korea
Korea Institute of Materials Science (KIMS),South Korea
Kookmin University,South Korea
LG Corporation,South Korea
Korea National University of Transportation (KNUT),South Korea
Korea Institute of Industrial Technology (KITECH),South Korea
Korea Institute of Machinery and Material (KIMM),South Korea
Gachon University (GCU),South Korea
Jeju National University,South Korea
Korea Atomic Energy Research Institute (KAERI),South Korea
